beneficiary_id,household_id,name,age,gender,aadhaar_hash,income_band,caste_category,family_size,district,state,latitude,longitude,distance_to_hospital_km,is_enrolled,enrollment_date
BEN002879,HH002879,Rajesh Patel,27,M,AAD00002879,APL,General,9,Kolkata,West Bengal,22.7779,96.9871,82.21,True,2025-12-02 19:11:19.356072
BEN002880,HH002880,Vikram Gupta,32,F,AAD00002880,EWS,General,6,Bengaluru,Karnataka,19.1593,81.7642,55.63,True,
BEN002881,HH002881,Anita Sharma,24,M,AAD00002881,EWS,ST,5,Kolkata,West Bengal,17.5083,96.7856,16.71,True,2025-11-30 19:11:19.356072
BEN002882,HH002882,Priya Reddy,54,M,AAD00002882,APL,OBC,7,Pune,Maharashtra,17.6801,75.3621,55.51,True,2025-10-18 19:11:19.356072
BEN002883,HH002883,Rajesh Gupta,30,M,AAD00002883,APL,ST,10,Pune,Maharashtra,26.188,95.47,83.13,False,2025-11-28 19:11:19.356072
BEN002884,HH002884,Priya Kumar,52,M,AAD00002884,APL,ST,10,Chandigarh,Chandigarh,14.1002,92.1768,86.24,True,
BEN002885,HH002885,Vikram Sharma,68,M,AAD00002885,APL,OBC,6,Kolkata,West Bengal,24.7216,81.6774,55.98,True,
BEN002886,HH002886,Rajesh Reddy,54,F,AAD00002886,EWS,OBC,3,Chennai,Tamil Nadu,15.2087,74.9691,7.12,True,2026-02-10 19:11:19.356072
BEN002887,HH002887,Anita Singh,60,M,AAD00002887,EWS,ST,5,Chennai,Tamil Nadu,26.7394,95.1801,42.4,True,2025-12-05 19:11:19.356072
BEN002888,HH002888,Anita Gupta,43,M,AAD00002888,BPL,OBC,7,Pune,Maharashtra,15.1586,68.7717,57.6,True,
BEN002889,HH002889,Anil Khan,57,M,AAD00002889,BPL,General,8,Ahmedabad,Gujarat,31.214,82.282,94.68,True,2025-12-18 19:11:19.356072
BEN002890,HH002890,Priya Singh,36,F,AAD00002890,EWS,ST,7,Pune,Maharashtra,33.704,94.0733,57.0,True,
BEN002891,HH002891,Deepa Sharma,71,F,AAD00002891,BPL,General,3,Jaipur,Rajasthan,17.7196,68.039,47.33,True,2025-08-31 19:11:19.356072
BEN002892,HH002892,Kumar Patel,22,F,AAD00002892,BPL,OBC,9,Bhopal,Madhya Pradesh,29.9182,71.2215,1.67,True,
BEN002893,HH002893,Vikram Gupta,49,F,AAD00002893,APL,General,4,Mumbai,Maharashtra,18.26,91.8438,60.15,True,2025-11-08 19:11:19.356072
BEN002894,HH002894,Deepa Verma,80,F,AAD00002894,APL,SC,3,Chennai,Tamil Nadu,21.5252,77.9475,31.35,True,2026-06-30 19:11:19.356072
BEN002895,HH002895,Sunita Kumar,59,M,AAD00002895,BPL,SC,10,Jaipur,Rajasthan,14.5442,74.3302,35.73,True,
BEN002896,HH002896,Rajesh Verma,65,F,AAD00002896,BPL,SC,3,Pune,Maharashtra,26.7801,76.7002,92.12,True,
BEN002897,HH002897,Rajesh Sharma,55,F,AAD00002897,BPL,ST,3,Pune,Maharashtra,29.0413,86.1107,10.57,True,2025-11-11 19:11:19.356072
BEN002898,HH002898,Anil Patel,66,M,AAD00002898,EWS,OBC,6,Indore,Madhya Pradesh,17.6668,75.0571,2.49,True,
BEN002899,HH002899,Deepa Sharma,35,F,AAD00002899,EWS,ST,3,Ahmedabad,Gujarat,27.8856,89.6829,53.09,True,
BEN002900,HH002900,Anil Gupta,66,M,AAD00002900,BPL,ST,4,Bengaluru,Karnataka,16.1071,92.5542,82.54,True,
BEN002901,HH002901,Kumar Gupta,71,M,AAD00002901,EWS,SC,5,Mumbai,Maharashtra,30.4479,83.8866,66.2,True,
BEN002902,HH002902,Kumar Gupta,28,M,AAD00002902,APL,ST,6,Goa,Goa,25.8507,70.5328,44.61,True,2026-01-06 19:11:19.356072
BEN002903,HH002903,Priya Khan,58,M,AAD00002903,APL,SC,10,Delhi,Delhi,16.5105,72.6924,60.99,True,2025-07-31 19:11:19.356072
BEN002904,HH002904,Vikram Gupta,29,F,AAD00002904,BPL,SC,3,Goa,Goa,28.6352,68.233,72.08,True,
BEN002905,HH002905,Sunita Gupta,80,M,AAD00002905,EWS,OBC,6,Surat,Gujarat,21.5246,68.3068,79.05,True,
BEN002906,HH002906,Anita Verma,53,M,AAD00002906,BPL,SC,9,Indore,Madhya Pradesh,21.6944,81.9287,52.97,True,2025-07-23 19:11:19.356072
BEN002907,HH002907,Kumar Gupta,27,F,AAD00002907,EWS,OBC,9,Chandigarh,Chandigarh,26.312,94.2402,58.9,True,
BEN002908,HH002908,Vikram Kumar,30,M,AAD00002908,EWS,OBC,7,Mumbai,Maharashtra,17.919,87.9556,21.98,True,
BEN002909,HH002909,Anita Patel,42,F,AAD00002909,BPL,ST,3,Chennai,Tamil Nadu,18.5452,83.2153,64.13,False,2025-12-28 19:11:19.357071
BEN002910,HH002910,Sunita Sharma,71,F,AAD00002910,APL,OBC,4,Indore,Madhya Pradesh,32.3424,84.4184,27.82,True,
BEN002911,HH002911,Rajesh Reddy,27,M,AAD00002911,EWS,SC,4,Mumbai,Maharashtra,34.2766,93.7523,99.93,False,2026-03-28 19:11:19.357071
BEN002912,HH002912,Vikram Singh,71,M,AAD00002912,APL,ST,8,Bengaluru,Karnataka,29.0672,69.451,41.33,True,
BEN002913,HH002913,Rajesh Sharma,64,M,AAD00002913,APL,General,6,Goa,Goa,17.1216,94.4866,19.73,True,
BEN002914,HH002914,Kumar Sharma,50,F,AAD00002914,BPL,OBC,9,Bengaluru,Karnataka,24.7268,80.1853,84.53,True,
BEN002915,HH002915,Anita Patel,46,F,AAD00002915,EWS,General,8,Kolkata,West Bengal,30.9556,77.3851,81.76,True,
BEN002916,HH002916,Anil Reddy,68,M,AAD00002916,EWS,OBC,2,Ahmedabad,Gujarat,16.3043,95.5742,36.78,False,
BEN002917,HH002917,Vikram Kumar,21,F,AAD00002917,BPL,General,8,Hyderabad,Telangana,18.9113,71.2977,89.16,True,2025-11-25 19:11:19.357071
BEN002918,HH002918,Deepa Patel,33,M,AAD00002918,APL,General,8,Chandigarh,Chandigarh,23.7925,82.5038,52.87,True,
BEN002919,HH002919,Kumar Khan,68,M,AAD00002919,BPL,General,6,Indore,Madhya Pradesh,29.4301,78.3165,25.85,True,2026-05-02 19:11:19.357071
BEN002920,HH002920,Anil Patel,72,M,AAD00002920,APL,General,2,Indore,Madhya Pradesh,21.5063,91.9193,94.4,True,
BEN002921,HH002921,Vikram Patel,68,F,AAD00002921,EWS,SC,7,Ahmedabad,Gujarat,15.3884,75.3335,23.69,True,2026-05-14 19:11:19.357071
BEN002922,HH002922,Rajesh Reddy,49,F,AAD00002922,BPL,ST,4,Delhi,Delhi,31.8201,70.748,65.77,True,
BEN002923,HH002923,Anil Kumar,20,F,AAD00002923,BPL,ST,9,Lucknow,Uttar Pradesh,32.8878,68.7092,90.75,True,2026-03-14 19:11:19.357071
BEN002924,HH002924,Vikram Verma,38,F,AAD00002924,EWS,General,8,Jaipur,Rajasthan,14.3719,80.5386,27.5,True,
BEN002925,HH002925,Deepa Khan,72,M,AAD00002925,BPL,OBC,3,Mumbai,Maharashtra,22.8101,82.5948,29.48,True,
BEN002926,HH002926,Anil Reddy,23,F,AAD00002926,APL,General,9,Jaipur,Rajasthan,28.9687,82.1361,98.08,True,
BEN002927,HH002927,Priya Patel,60,F,AAD00002927,APL,ST,10,Pune,Maharashtra,23.4375,72.3836,62.42,True,2025-10-30 19:11:19.357071
BEN002928,HH002928,Rajesh Singh,80,M,AAD00002928,EWS,General,2,Goa,Goa,32.205,86.5578,63.58,True,
BEN002929,HH002929,Vikram Verma,47,F,AAD00002929,APL,OBC,5,Kolkata,West Bengal,34.4846,79.3908,97.22,True,
BEN002930,HH002930,Anita Singh,48,M,AAD00002930,APL,OBC,9,Indore,Madhya Pradesh,27.0999,88.5861,5.87,True,
BEN002931,HH002931,Kumar Kumar,39,M,AAD00002931,APL,ST,5,Chennai,Tamil Nadu,27.9584,82.0238,90.44,True,
BEN002932,HH002932,Rajesh Sharma,55,M,AAD00002932,BPL,SC,9,Kolkata,West Bengal,24.703,71.2709,59.52,True,
BEN002933,HH002933,Anita Verma,53,M,AAD00002933,APL,ST,8,Lucknow,Uttar Pradesh,12.4517,93.231,13.21,True,2025-11-12 19:11:19.357071
BEN002934,HH002934,Anil Singh,66,M,AAD00002934,BPL,General,7,Mumbai,Maharashtra,26.3497,96.399,30.89,True,2025-12-19 19:11:19.357071
BEN002935,HH002935,Deepa Verma,41,M,AAD00002935,EWS,SC,4,Surat,Gujarat,27.6541,94.5292,1.74,True,
BEN002936,HH002936,Sunita Patel,53,F,AAD00002936,APL,General,6,Kolkata,West Bengal,24.6033,90.714,83.04,True,
BEN002937,HH002937,Anita Singh,57,F,AAD00002937,APL,SC,4,Delhi,Delhi,18.6848,69.6979,5.82,True,2025-10-07 19:11:19.357071
BEN002938,HH002938,Sunita Khan,41,M,AAD00002938,BPL,General,9,Jaipur,Rajasthan,18.2883,69.3057,18.83,True,
BEN002939,HH002939,Rajesh Reddy,74,F,AAD00002939,BPL,ST,10,Chennai,Tamil Nadu,23.4139,76.5484,9.93,False,
BEN002940,HH002940,Kumar Gupta,35,F,AAD00002940,APL,ST,9,Chandigarh,Chandigarh,25.6586,91.0184,6.05,True,
BEN002941,HH002941,Anil Singh,34,M,AAD00002941,EWS,ST,10,Goa,Goa,25.2007,88.03,54.07,False,2026-06-18 19:11:19.357071
BEN002942,HH002942,Sunita Khan,64,M,AAD00002942,BPL,General,7,Bengaluru,Karnataka,28.2569,81.8908,69.86,True,2025-11-24 19:11:19.357071
BEN002943,HH002943,Vikram Singh,39,F,AAD00002943,APL,General,8,Ahmedabad,Gujarat,23.9332,91.3925,57.76,False,
BEN002944,HH002944,Sunita Kumar,78,M,AAD00002944,EWS,OBC,6,Indore,Madhya Pradesh,14.1123,68.0804,54.13,False,
BEN002945,HH002945,Deepa Patel,42,F,AAD00002945,EWS,SC,5,Hyderabad,Telangana,34.1332,82.4982,86.72,True,
BEN002946,HH002946,Kumar Reddy,50,M,AAD00002946,BPL,SC,8,Chandigarh,Chandigarh,28.2074,93.4823,63.03,True,
BEN002947,HH002947,Kumar Singh,22,M,AAD00002947,BPL,General,6,Chennai,Tamil Nadu,12.0506,94.7469,30.55,False,2026-02-03 19:11:19.357071
BEN002948,HH002948,Anil Gupta,19,M,AAD00002948,EWS,General,8,Mumbai,Maharashtra,12.2279,69.7489,88.79,False,2026-05-20 19:11:19.357071
BEN002949,HH002949,Rajesh Gupta,57,M,AAD00002949,BPL,ST,9,Bhopal,Madhya Pradesh,23.7236,82.6395,30.26,True,2026-04-06 19:11:19.357071
BEN002950,HH002950,Deepa Singh,30,M,AAD00002950,BPL,ST,10,Bhopal,Madhya Pradesh,17.7728,86.6971,73.42,True,
BEN002951,HH002951,Priya Patel,68,M,AAD00002951,APL,General,6,Chandigarh,Chandigarh,30.1828,78.4202,61.66,True,2025-08-02 19:11:19.357071
BEN002952,HH002952,Anita Patel,19,M,AAD00002952,EWS,General,4,Chandigarh,Chandigarh,24.4694,96.6539,60.34,True,
BEN002953,HH002953,Priya Reddy,33,M,AAD00002953,BPL,OBC,6,Delhi,Delhi,21.488,83.1903,62.79,True,
BEN002954,HH002954,Anita Sharma,46,F,AAD00002954,EWS,SC,5,Chandigarh,Chandigarh,32.3857,72.615,14.14,False,2025-09-02 19:11:19.358096
BEN002955,HH002955,Deepa Gupta,45,F,AAD00002955,EWS,ST,5,Pune,Maharashtra,15.1484,85.973,81.11,True,2025-11-11 19:11:19.358096
BEN002956,HH002956,Vikram Reddy,58,M,AAD00002956,EWS,SC,4,Bengaluru,Karnataka,27.26,92.7851,6.93,True,2025-10-23 19:11:19.358096
BEN002957,HH002957,Priya Singh,58,M,AAD00002957,EWS,ST,9,Goa,Goa,30.6028,68.7502,53.24,True,
BEN002958,HH002958,Vikram Khan,38,M,AAD00002958,BPL,SC,5,Kolkata,West Bengal,32.0083,91.2324,31.22,True,2025-12-23 19:11:19.358096
BEN002959,HH002959,Kumar Verma,45,F,AAD00002959,APL,OBC,8,Lucknow,Uttar Pradesh,12.4054,84.106,66.82,True,2026-03-15 19:11:19.358096
BEN002960,HH002960,Rajesh Patel,77,F,AAD00002960,BPL,OBC,2,Delhi,Delhi,31.1478,94.757,85.88,True,
BEN002961,HH002961,Rajesh Kumar,43,M,AAD00002961,BPL,General,7,Pune,Maharashtra,24.3123,96.7954,18.84,True,2026-02-28 19:11:19.358096
BEN002962,HH002962,Sunita Gupta,44,F,AAD00002962,EWS,General,6,Surat,Gujarat,18.7291,77.3504,20.45,True,2026-04-30 19:11:19.358096
BEN002963,HH002963,Priya Verma,29,F,AAD00002963,BPL,OBC,3,Bengaluru,Karnataka,31.3647,71.32,74.93,True,
BEN002964,HH002964,Sunita Sharma,26,M,AAD00002964,APL,ST,9,Bhopal,Madhya Pradesh,18.5229,70.2665,71.03,False,
BEN002965,HH002965,Priya Singh,68,M,AAD00002965,BPL,OBC,8,Lucknow,Uttar Pradesh,17.4776,72.9792,34.07,True,
BEN002966,HH002966,Anita Patel,25,F,AAD00002966,EWS,ST,10,Goa,Goa,21.0118,82.626,61.18,True,
BEN002967,HH002967,Vikram Patel,57,M,AAD00002967,BPL,General,4,Bhopal,Madhya Pradesh,13.7027,78.6878,34.28,False,2025-07-30 19:11:19.358096
BEN002968,HH002968,Sunita Reddy,35,F,AAD00002968,BPL,SC,3,Chandigarh,Chandigarh,17.8868,74.9755,37.29,True,2026-06-02 19:11:19.358096
BEN002969,HH002969,Anil Khan,60,M,AAD00002969,BPL,ST,9,Goa,Goa,31.0595,71.5181,66.32,True,2025-08-11 19:11:19.358096
BEN002970,HH002970,Deepa Patel,37,M,AAD00002970,EWS,OBC,8,Bhopal,Madhya Pradesh,19.827,87.0424,98.49,False,2026-04-27 19:11:19.358096
BEN002971,HH002971,Anita Sharma,73,M,AAD00002971,APL,ST,8,Indore,Madhya Pradesh,12.8945,86.1693,71.23,False,
BEN002972,HH002972,Anita Verma,42,F,AAD00002972,BPL,SC,2,Lucknow,Uttar Pradesh,25.5202,89.059,39.39,True,
BEN002973,HH002973,Anita Singh,52,M,AAD00002973,APL,General,3,Lucknow,Uttar Pradesh,33.0893,84.6963,52.48,True,
BEN002974,HH002974,Rajesh Sharma,32,M,AAD00002974,EWS,ST,5,Lucknow,Uttar Pradesh,16.4422,96.6552,64.95,True,
BEN002975,HH002975,Rajesh Kumar,19,M,AAD00002975,APL,General,3,Lucknow,Uttar Pradesh,28.6572,88.6831,56.92,True,2026-02-25 19:11:19.358096
BEN002976,HH002976,Anil Kumar,42,M,AAD00002976,EWS,General,6,Bhopal,Madhya Pradesh,26.1713,79.8018,47.36,True,2025-10-16 19:11:19.358096
BEN002977,HH002977,Sunita Patel,59,F,AAD00002977,APL,ST,10,Lucknow,Uttar Pradesh,19.0575,77.7675,10.91,True,
BEN002978,HH002978,Priya Verma,27,M,AAD00002978,EWS,ST,3,Mumbai,Maharashtra,20.0461,69.1284,84.61,True,2026-01-11 19:11:19.358096
BEN002979,HH002979,Kumar Gupta,38,F,AAD00002979,BPL,SC,8,Lucknow,Uttar Pradesh,13.3748,78.994,94.79,True,
BEN002980,HH002980,Sunita Gupta,38,F,AAD00002980,EWS,ST,9,Chennai,Tamil Nadu,28.4749,71.4193,75.01,True,2025-09-28 19:11:19.358096
BEN002981,HH002981,Deepa Khan,27,F,AAD00002981,BPL,ST,5,Hyderabad,Telangana,17.218,77.6425,77.98,True,2026-02-24 19:11:19.358096
BEN002982,HH002982,Anil Singh,70,F,AAD00002982,EWS,SC,3,Delhi,Delhi,12.4798,93.3586,78.67,True,2026-05-26 19:11:19.358096
BEN002983,HH002983,Kumar Khan,74,M,AAD00002983,EWS,General,6,Bengaluru,Karnataka,29.0288,70.8505,17.47,True,2025-09-02 19:11:19.358096
BEN002984,HH002984,Kumar Reddy,62,F,AAD00002984,APL,ST,10,Hyderabad,Telangana,16.4022,77.1952,95.52,True,
BEN002985,HH002985,Deepa Verma,46,F,AAD00002985,EWS,OBC,6,Delhi,Delhi,27.9957,77.2002,64.33,True,
BEN002986,HH002986,Priya Khan,71,F,AAD00002986,APL,SC,2,Indore,Madhya Pradesh,30.1834,73.4465,44.25,True,2026-03-27 19:11:19.358096
BEN002987,HH002987,Deepa Patel,50,M,AAD00002987,BPL,OBC,5,Bhopal,Madhya Pradesh,27.7768,89.8401,82.51,True,
BEN002988,HH002988,Deepa Kumar,60,M,AAD00002988,EWS,ST,6,Kolkata,West Bengal,16.4735,69.3502,7.52,True,
BEN002989,HH002989,Kumar Verma,24,F,AAD00002989,APL,SC,2,Mumbai,Maharashtra,23.6254,79.8503,40.42,True,2025-10-09 19:11:19.358096
BEN002990,HH002990,Anil Kumar,65,M,AAD00002990,APL,SC,4,Bengaluru,Karnataka,27.2929,68.2879,84.67,True,2026-07-10 19:11:19.358096
BEN002991,HH002991,Anita Verma,42,M,AAD00002991,EWS,General,8,Ahmedabad,Gujarat,26.1572,70.0375,58.08,False,2026-07-10 19:11:19.358096
BEN002992,HH002992,Kumar Gupta,77,M,AAD00002992,BPL,General,2,Mumbai,Maharashtra,22.3887,86.6097,9.16,True,2025-09-04 19:11:19.358096
BEN002993,HH002993,Vikram Gupta,66,F,AAD00002993,EWS,SC,5,Bhopal,Madhya Pradesh,24.1402,91.2565,70.99,True,
BEN002994,HH002994,Anil Verma,38,M,AAD00002994,BPL,OBC,2,Surat,Gujarat,14.0398,70.4163,53.62,True,2026-04-27 19:11:19.358096
BEN002995,HH002995,Anita Verma,28,F,AAD00002995,EWS,OBC,3,Pune,Maharashtra,15.1868,96.7876,70.64,True,
BEN002996,HH002996,Anita Kumar,28,M,AAD00002996,APL,OBC,8,Bhopal,Madhya Pradesh,17.6797,69.1001,19.33,False,
BEN002997,HH002997,Kumar Verma,35,F,AAD00002997,BPL,ST,3,Bengaluru,Karnataka,20.9789,85.9934,27.43,True,
BEN002998,HH002998,Rajesh Kumar,29,M,AAD00002998,EWS,OBC,8,Kolkata,West Bengal,13.7929,91.3418,6.83,True,2025-12-29 19:11:19.358096
BEN002999,HH002999,Deepa Patel,69,M,AAD00002999,APL,ST,2,Delhi,Delhi,14.9165,86.1524,57.42,True,
BEN003000,HH003000,Anita Gupta,80,M,AAD00003000,EWS,OBC,7,Bhopal,Madhya Pradesh,26.4837,81.5529,26.87,True,2025-12-18 19:11:19.359087
BEN003001,HH003001,Sunita Khan,67,F,AAD00003001,EWS,ST,2,Pune,Maharashtra,22.7056,96.6477,16.0,True,2026-02-06 19:11:19.359087
BEN003002,HH003002,Deepa Reddy,70,F,AAD00003002,APL,General,3,Jaipur,Rajasthan,31.4241,79.856,54.15,True,
BEN003003,HH003003,Deepa Khan,64,F,AAD00003003,BPL,ST,5,Jaipur,Rajasthan,32.1486,75.6173,74.65,True,2025-09-15 19:11:19.359087
BEN003004,HH003004,Rajesh Gupta,43,M,AAD00003004,EWS,ST,6,Kolkata,West Bengal,14.4882,82.224,68.06,True,
BEN003005,HH003005,Deepa Patel,75,F,AAD00003005,BPL,General,3,Indore,Madhya Pradesh,17.0519,68.2587,13.11,True,
BEN003006,HH003006,Sunita Gupta,29,F,AAD00003006,EWS,General,9,Indore,Madhya Pradesh,25.5368,86.6919,88.24,True,
BEN003007,HH003007,Priya Kumar,57,M,AAD00003007,EWS,General,9,Indore,Madhya Pradesh,21.7201,77.7459,82.92,True,2026-06-21 19:11:19.359087
BEN003008,HH003008,Sunita Khan,79,F,AAD00003008,BPL,OBC,8,Lucknow,Uttar Pradesh,19.7267,93.5782,39.92,False,2025-11-21 19:11:19.359087
BEN003009,HH003009,Deepa Khan,30,M,AAD00003009,BPL,General,6,Goa,Goa,24.0011,93.8264,9.56,True,2026-01-16 19:11:19.359087
BEN003010,HH003010,Anita Sharma,74,F,AAD00003010,BPL,ST,4,Bengaluru,Karnataka,28.7206,84.2567,12.77,True,
BEN003011,HH003011,Anita Patel,32,F,AAD00003011,EWS,ST,8,Lucknow,Uttar Pradesh,19.7297,92.673,12.29,True,2026-06-13 19:11:19.359087
BEN003012,HH003012,Kumar Reddy,40,M,AAD00003012,APL,General,5,Lucknow,Uttar Pradesh,31.6071,96.7981,71.58,True,2026-05-11 19:11:19.359087
BEN003013,HH003013,Priya Kumar,62,F,AAD00003013,APL,ST,10,Kolkata,West Bengal,23.0122,77.5201,56.36,True,
BEN003014,HH003014,Anil Verma,30,F,AAD00003014,BPL,OBC,9,Ahmedabad,Gujarat,14.7212,87.0294,86.73,True,2025-08-26 19:11:19.359087
BEN003015,HH003015,Anita Verma,30,M,AAD00003015,BPL,OBC,9,Surat,Gujarat,32.8895,85.3174,51.83,True,
BEN003016,HH003016,Anil Gupta,37,M,AAD00003016,APL,SC,3,Indore,Madhya Pradesh,29.3187,76.0625,66.43,True,
BEN003017,HH003017,Anita Khan,61,F,AAD00003017,APL,ST,2,Mumbai,Maharashtra,20.2078,91.3319,91.14,True,2026-06-20 19:11:19.359087
BEN003018,HH003018,Rajesh Gupta,52,M,AAD00003018,EWS,General,2,Ahmedabad,Gujarat,16.3393,71.8106,89.4,True,2026-04-18 19:11:19.359087
BEN003019,HH003019,Rajesh Patel,42,M,AAD00003019,EWS,OBC,10,Bhopal,Madhya Pradesh,21.7437,96.9883,73.7,True,2025-09-02 19:11:19.359087
BEN003020,HH003020,Vikram Sharma,56,M,AAD00003020,BPL,SC,9,Ahmedabad,Gujarat,25.4092,79.4166,38.12,True,
BEN003021,HH003021,Rajesh Sharma,38,F,AAD00003021,BPL,ST,4,Mumbai,Maharashtra,22.4387,91.8131,84.95,True,2025-08-15 19:11:19.359087
BEN003022,HH003022,Deepa Sharma,46,F,AAD00003022,BPL,SC,2,Chandigarh,Chandigarh,22.2244,89.3878,87.93,True,
BEN003023,HH003023,Anita Verma,35,M,AAD00003023,EWS,SC,7,Indore,Madhya Pradesh,34.1721,87.6339,26.51,True,
BEN003024,HH003024,Anil Patel,76,M,AAD00003024,APL,General,8,Chandigarh,Chandigarh,30.1294,68.5835,33.09,True,
BEN003025,HH003025,Anita Verma,22,M,AAD00003025,APL,SC,9,Ahmedabad,Gujarat,32.9692,82.6238,65.68,True,
BEN003026,HH003026,Anil Gupta,38,F,AAD00003026,EWS,OBC,2,Goa,Goa,19.9318,73.3078,80.1,True,
BEN003027,HH003027,Rajesh Kumar,30,F,AAD00003027,APL,General,9,Delhi,Delhi,24.3914,87.8735,59.01,True,2025-12-29 19:11:19.359087
BEN003028,HH003028,Priya Khan,31,M,AAD00003028,EWS,SC,9,Kolkata,West Bengal,28.4308,79.1993,39.78,True,2025-09-29 19:11:19.359087
BEN003029,HH003029,Anil Verma,27,M,AAD00003029,EWS,ST,7,Jaipur,Rajasthan,32.722,80.7005,26.63,True,2025-09-27 19:11:19.359087
BEN003030,HH003030,Kumar Singh,61,M,AAD00003030,APL,OBC,8,Kolkata,West Bengal,22.7955,78.3168,1.92,True,
BEN003031,HH003031,Anita Patel,79,M,AAD00003031,EWS,OBC,9,Goa,Goa,18.2337,85.6878,49.21,True,2026-04-01 19:11:19.359087
BEN003032,HH003032,Anita Gupta,44,F,AAD00003032,BPL,OBC,8,Mumbai,Maharashtra,30.9248,94.9793,16.05,True,
BEN003033,HH003033,Vikram Reddy,22,F,AAD00003033,APL,SC,6,Ahmedabad,Gujarat,18.8966,89.0941,40.18,True,2025-10-21 19:11:19.359087
BEN003034,HH003034,Priya Verma,55,M,AAD00003034,EWS,SC,7,Pune,Maharashtra,22.6683,83.3845,28.91,False,
BEN003035,HH003035,Anil Verma,45,M,AAD00003035,BPL,OBC,8,Pune,Maharashtra,22.6158,88.563,29.21,True,
BEN003036,HH003036,Sunita Verma,30,M,AAD00003036,BPL,OBC,6,Ahmedabad,Gujarat,19.4798,73.5586,61.41,True,
BEN003037,HH003037,Kumar Reddy,73,F,AAD00003037,APL,OBC,8,Jaipur,Rajasthan,33.4884,74.0313,91.66,True,2025-10-30 19:11:19.359087
BEN003038,HH003038,Vikram Khan,46,F,AAD00003038,APL,SC,8,Hyderabad,Telangana,21.7781,88.4178,89.55,True,2026-02-19 19:11:19.359087
BEN003039,HH003039,Vikram Khan,18,F,AAD00003039,BPL,OBC,2,Pune,Maharashtra,14.3084,73.1979,32.98,True,2026-04-27 19:11:19.359087
BEN003040,HH003040,Deepa Reddy,30,M,AAD00003040,APL,General,3,Hyderabad,Telangana,32.8375,71.8272,40.43,True,
BEN003041,HH003041,Kumar Sharma,19,M,AAD00003041,BPL,OBC,8,Chandigarh,Chandigarh,20.2943,84.424,28.64,True,
BEN003042,HH003042,Anil Reddy,44,M,AAD00003042,BPL,General,7,Chandigarh,Chandigarh,22.6376,88.7443,75.42,True,
BEN003043,HH003043,Deepa Sharma,62,M,AAD00003043,BPL,General,7,Chennai,Tamil Nadu,32.6307,71.4259,38.63,True,2026-06-24 19:11:19.359087
BEN003044,HH003044,Sunita Gupta,27,F,AAD00003044,BPL,ST,3,Pune,Maharashtra,28.5327,80.4162,17.72,True,
BEN003045,HH003045,Anil Khan,48,F,AAD00003045,APL,General,5,Mumbai,Maharashtra,25.7683,68.518,59.95,True,
BEN003046,HH003046,Anita Kumar,77,M,AAD00003046,BPL,ST,2,Surat,Gujarat,24.8736,76.9093,70.42,True,2025-09-28 19:11:19.359087
BEN003047,HH003047,Sunita Singh,69,F,AAD00003047,BPL,SC,8,Bengaluru,Karnataka,30.6745,84.0298,14.03,True,2026-06-12 19:11:19.359087
BEN003048,HH003048,Anita Verma,46,M,AAD00003048,BPL,OBC,6,Chennai,Tamil Nadu,15.7256,86.9526,3.69,True,2025-10-08 19:11:19.359087
BEN003049,HH003049,Rajesh Patel,52,F,AAD00003049,EWS,General,2,Pune,Maharashtra,15.5181,82.1549,7.28,True,
BEN003050,HH003050,Anita Verma,70,M,AAD00003050,BPL,General,10,Ahmedabad,Gujarat,19.5083,92.4028,38.98,True,2026-06-29 19:11:19.359087
BEN003051,HH003051,Anita Singh,46,M,AAD00003051,APL,ST,2,Ahmedabad,Gujarat,30.4659,74.7761,75.2,True,
BEN003052,HH003052,Kumar Patel,44,M,AAD00003052,BPL,General,8,Surat,Gujarat,20.5563,87.7734,93.58,True,
BEN003053,HH003053,Vikram Gupta,24,F,AAD00003053,EWS,OBC,5,Surat,Gujarat,16.0682,92.8544,82.27,True,
BEN003054,HH003054,Rajesh Singh,77,F,AAD00003054,EWS,SC,5,Bhopal,Madhya Pradesh,16.8567,89.9578,53.49,True,
BEN003055,HH003055,Priya Sharma,71,M,AAD00003055,BPL,ST,5,Bengaluru,Karnataka,25.4114,89.1567,12.45,True,
BEN003056,HH003056,Rajesh Kumar,45,M,AAD00003056,APL,SC,5,Kolkata,West Bengal,17.1012,71.4597,98.53,True,
BEN003057,HH003057,Deepa Reddy,47,F,AAD00003057,APL,SC,5,Jaipur,Rajasthan,22.3608,93.2447,93.11,True,
BEN003058,HH003058,Vikram Verma,74,M,AAD00003058,APL,ST,2,Bengaluru,Karnataka,25.7321,82.6306,69.02,True,
BEN003059,HH003059,Anita Gupta,50,F,AAD00003059,EWS,ST,6,Jaipur,Rajasthan,22.8854,78.7263,70.26,True,2025-08-03 19:11:19.360086
BEN003060,HH003060,Kumar Sharma,35,M,AAD00003060,BPL,SC,8,Kolkata,West Bengal,18.2423,78.1267,40.74,True,
BEN003061,HH003061,Rajesh Verma,59,M,AAD00003061,APL,ST,2,Mumbai,Maharashtra,15.5919,89.5821,79.8,True,2025-10-22 19:11:19.360086
BEN003062,HH003062,Priya Khan,36,F,AAD00003062,APL,General,10,Ahmedabad,Gujarat,31.2595,78.6406,31.84,True,
BEN003063,HH003063,Priya Sharma,45,F,AAD00003063,APL,OBC,3,Goa,Goa,20.2275,87.092,96.25,True,
